Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""https://delightful-stone-07bb55f0f.3.azurestaticapps.net/"")",Chrome 117.0.0.0,,,2023-10-02 22:57:21,2023-10-02 22:57:24,2.957s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-02 22:57:24,2023-10-02 22:57:24,0.126s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Sign In""))",Chrome 117.0.0.0,,,2023-10-02 22:57:24,2023-10-02 22:57:26,2.599s,PASSED
"setText(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/input_User Name_username""), ""admin2"")",Chrome 117.0.0.0,,,2023-10-02 22:57:26,2023-10-02 22:57:33,7.106s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/input_Password_password""), ""Lm1Albv1LteQ2KmNJoEiNQ=="")",Chrome 117.0.0.0,,,2023-10-02 22:57:33,2023-10-02 22:57:38,4.421s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Login""))",Chrome 117.0.0.0,,,2023-10-02 22:57:38,2023-10-02 22:57:40,2.368s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Day""))",Chrome 117.0.0.0,,,2023-10-02 22:57:40,2023-10-02 22:57:45,4.855s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Week""))",Chrome 117.0.0.0,,,2023-10-02 22:57:45,2023-10-02 22:57:48,2.537s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/p_SUN""))",Chrome 117.0.0.0,,,2023-10-02 22:57:48,2023-10-02 22:57:50,2.594s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Week""))",Chrome 117.0.0.0,,,2023-10-02 22:57:50,2023-10-02 22:57:53,2.528s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/p_MON""))",Chrome 117.0.0.0,,,2023-10-02 22:57:53,2023-10-02 22:57:55,2.600s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Week""))",Chrome 117.0.0.0,,,2023-10-02 22:57:55,2023-10-02 22:57:58,2.606s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/p_TUE""))",Chrome 117.0.0.0,,,2023-10-02 22:57:58,2023-10-02 22:58:00,2.527s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Week""))",Chrome 117.0.0.0,,,2023-10-02 22:58:00,2023-10-02 22:58:03,2.502s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/p_WED""))",Chrome 117.0.0.0,,,2023-10-02 22:58:03,2023-10-02 22:58:06,2.588s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Week""))",Chrome 117.0.0.0,,,2023-10-02 22:58:06,2023-10-02 22:58:08,2.541s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/p_THU""))",Chrome 117.0.0.0,,,2023-10-02 22:58:08,2023-10-02 22:58:11,2.620s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Week""))",Chrome 117.0.0.0,,,2023-10-02 22:58:11,2023-10-02 22:58:13,2.507s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/p_FRI""))",Chrome 117.0.0.0,,,2023-10-02 22:58:13,2023-10-02 22:58:16,2.581s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Week""))",Chrome 117.0.0.0,,,2023-10-02 22:58:16,2023-10-02 22:58:18,2.602s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/p_SAT""))",Chrome 117.0.0.0,,,2023-10-02 22:58:18,2023-10-02 22:58:21,2.598s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Month""))",Chrome 117.0.0.0,,,2023-10-02 22:58:21,2023-10-02 22:58:24,2.612s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Continue""))",Chrome 117.0.0.0,,,2023-10-02 22:58:24,2023-10-02 22:58:26,2.623s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Back""))",Chrome 117.0.0.0,,,2023-10-02 22:58:26,2023-10-02 22:58:30,3.680s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/button_Overview_MuiButtonBase-root MuiIconB_eec332""))",Chrome 117.0.0.0,,,2023-10-02 22:58:30,2023-10-02 22:58:32,2.595s,PASSED
"click(findTestObject(""Object Repository/Buttons/Profile/Page_FakeDoor/span_Logout""))",Chrome 117.0.0.0,,,2023-10-02 22:58:32,2023-10-02 22:58:35,2.569s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-02 22:58:35,2023-10-02 22:58:36,0.649s,PASSED
,,,,,,,
Test Cases/Buttons/Progress,Chrome 117.0.0.0,,,2023-10-02 22:58:36,2023-10-02 23:00:29,1m - 53.054s,FAILED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-02 22:58:36,2023-10-02 22:58:37,1.100s,PASSED
"navigateToUrl(""https://delightful-stone-07bb55f0f.3.azurestaticapps.net/"")",Chrome 117.0.0.0,,,2023-10-02 22:58:37,2023-10-02 22:58:40,3.198s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-02 22:58:40,2023-10-02 22:58:40,0.122s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/button_Sign In""))",Chrome 117.0.0.0,,,2023-10-02 22:58:40,2023-10-02 22:58:43,2.580s,PASSED
"setText(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/input_User Name_username""), ""admin2"")",Chrome 117.0.0.0,,,2023-10-02 22:58:43,2023-10-02 22:58:48,5.419s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/input_Password_password""), ""Lm1Albv1LteQ2KmNJoEiNQ=="")",Chrome 117.0.0.0,,,2023-10-02 22:58:48,2023-10-02 22:58:53,4.427s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/button_Login""))",Chrome 117.0.0.0,,,2023-10-02 22:58:53,2023-10-02 22:58:55,2.367s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/span_Progress""))",Chrome 117.0.0.0,,,2023-10-02 22:58:55,2023-10-02 22:59:00,5.074s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/span_Physics""))",Chrome 117.0.0.0,,,2023-10-02 22:59:00,2023-10-02 22:59:03,2.629s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/p_4.1 Energy""))",Chrome 117.0.0.0,,,2023-10-02 22:59:03,2023-10-02 22:59:06,3.413s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 22:59:06,2023-10-02 22:59:09,2.604s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/p_4.2 Electricity""))",Chrome 117.0.0.0,,,2023-10-02 22:59:09,2023-10-02 22:59:11,2.590s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 22:59:11,2023-10-02 22:59:14,2.584s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/p_4.3 Particle model of matter""))",Chrome 117.0.0.0,,,2023-10-02 22:59:14,2023-10-02 22:59:17,2.589s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 22:59:17,2023-10-02 22:59:19,2.600s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/p_4.4 Atomic Structure""))",Chrome 117.0.0.0,,,2023-10-02 22:59:19,2023-10-02 22:59:22,2.593s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 22:59:22,2023-10-02 22:59:24,2.607s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/p_4.5 Forces""))",Chrome 117.0.0.0,,,2023-10-02 22:59:24,2023-10-02 22:59:27,2.595s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 22:59:27,2023-10-02 22:59:30,2.592s,PASSED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/p_4.6 Waves""))",Chrome 117.0.0.0,,,2023-10-02 22:59:30,2023-10-02 23:00:06,36.696s,FAILED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 23:00:06,2023-10-02 23:00:27,20.767s,FAILED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/p_4.7 Magnetism and electromagnetism""))",Chrome 117.0.0.0,,,2023-10-02 23:00:27,2023-10-02 23:00:27,0.139s,FAILED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 23:00:27,2023-10-02 23:00:27,0.141s,FAILED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/p_4.8 Space physics""))",Chrome 117.0.0.0,,,2023-10-02 23:00:27,2023-10-02 23:00:27,0.139s,FAILED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 23:00:27,2023-10-02 23:00:28,0.140s,FAILED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/p_4.9 Key Ideas""))",Chrome 117.0.0.0,,,2023-10-02 23:00:28,2023-10-02 23:00:28,0.140s,FAILED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 23:00:28,2023-10-02 23:00:28,0.145s,FAILED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/button_Week""))",Chrome 117.0.0.0,,,2023-10-02 23:00:28,2023-10-02 23:00:28,0.143s,FAILED
"click(findTestObject(""Object Repository/Buttons/Progress/Page_FakeDoor/button_Month""))",Chrome 117.0.0.0,,,2023-10-02 23:00:28,2023-10-02 23:00:28,0.143s,FAILED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-02 23:00:28,2023-10-02 23:00:29,0.614s,PASSED
,,,,,,,
Test Cases/Buttons/Settings,Chrome 117.0.0.0,,,2023-10-02 23:00:29,2023-10-02 23:02:06,1m - 36.933s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-02 23:00:29,2023-10-02 23:01:20,51.627s,PASSED
"navigateToUrl(""https://delightful-stone-07bb55f0f.3.azurestaticapps.net/"")",Chrome 117.0.0.0,,,2023-10-02 23:01:20,2023-10-02 23:01:25,4.577s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-02 23:01:25,2023-10-02 23:01:25,0.148s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/button_Sign In""))",Chrome 117.0.0.0,,,2023-10-02 23:01:25,2023-10-02 23:01:28,2.847s,PASSED
"setText(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/input_User Name_username""), ""admin2"")",Chrome 117.0.0.0,,,2023-10-02 23:01:28,2023-10-02 23:01:34,5.616s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/input_Password_password""), ""Lm1Albv1LteQ2KmNJoEiNQ=="")",Chrome 117.0.0.0,,,2023-10-02 23:01:34,2023-10-02 23:01:38,4.538s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/button_Login""))",Chrome 117.0.0.0,,,2023-10-02 23:01:38,2023-10-02 23:01:42,4.098s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/span_Settings""))",Chrome 117.0.0.0,,,2023-10-02 23:01:42,2023-10-02 23:01:48,5.296s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/button_Password""))",Chrome 117.0.0.0,,,2023-10-02 23:01:48,2023-10-02 23:01:50,2.563s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/button_Account""))",Chrome 117.0.0.0,,,2023-10-02 23:01:50,2023-10-02 23:01:53,2.582s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/input_Name_name""))",Chrome 117.0.0.0,,,2023-10-02 23:01:53,2023-10-02 23:01:55,2.559s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/button_Password""))",Chrome 117.0.0.0,,,2023-10-02 23:01:55,2023-10-02 23:01:58,2.329s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/div_Current PasswordCurrent PasswordNew Pas_fe54c8""))",Chrome 117.0.0.0,,,2023-10-02 23:01:58,2023-10-02 23:02:00,2.555s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/button_Overview_MuiButtonBase-root MuiIconB_eec332""))",Chrome 117.0.0.0,,,2023-10-02 23:02:00,2023-10-02 23:02:03,2.345s,PASSED
"click(findTestObject(""Object Repository/Buttons/Settings/Page_FakeDoor/span_Logout""))",Chrome 117.0.0.0,,,2023-10-02 23:02:03,2023-10-02 23:02:05,2.552s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-02 23:02:05,2023-10-02 23:02:06,0.617s,PASSED
,,,,,,,
Test Cases/Buttons/Tests,Chrome 117.0.0.0,,,2023-10-02 23:02:06,2023-10-02 23:03:03,56.993s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-02 23:02:06,2023-10-02 23:02:07,1.069s,PASSED
"navigateToUrl(""https://delightful-stone-07bb55f0f.3.azurestaticapps.net/"")",Chrome 117.0.0.0,,,2023-10-02 23:02:07,2023-10-02 23:02:10,2.698s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-02 23:02:10,2023-10-02 23:02:10,0.118s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/button_Sign In""))",Chrome 117.0.0.0,,,2023-10-02 23:02:10,2023-10-02 23:02:12,2.443s,PASSED
"setText(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/input_User Name_username""), ""admin2"")",Chrome 117.0.0.0,,,2023-10-02 23:02:12,2023-10-02 23:02:18,5.456s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/input_Password_password""), ""Lm1Albv1LteQ2KmNJoEiNQ=="")",Chrome 117.0.0.0,,,2023-10-02 23:02:18,2023-10-02 23:02:22,4.360s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/button_Login""))",Chrome 117.0.0.0,,,2023-10-02 23:02:22,2023-10-02 23:02:24,2.332s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/span_Tests""))",Chrome 117.0.0.0,,,2023-10-02 23:02:24,2023-10-02 23:02:29,4.598s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/span_Physics""))",Chrome 117.0.0.0,,,2023-10-02 23:02:29,2023-10-02 23:02:31,2.551s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/input_Settings_multipleChoice""))",Chrome 117.0.0.0,,,2023-10-02 23:02:31,2023-10-02 23:02:34,2.570s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/input_Settings_multipleChoice""))",Chrome 117.0.0.0,,,2023-10-02 23:02:34,2023-10-02 23:02:37,2.545s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/input_Settings_longAnswer""))",Chrome 117.0.0.0,,,2023-10-02 23:02:37,2023-10-02 23:02:39,2.569s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/input_Settings_longAnswer""))",Chrome 117.0.0.0,,,2023-10-02 23:02:39,2023-10-02 23:02:42,2.544s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 23:02:42,2023-10-02 23:02:44,2.579s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 23:02:44,2023-10-02 23:02:47,2.546s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/img""))",Chrome 117.0.0.0,,,2023-10-02 23:02:47,2023-10-02 23:02:49,2.545s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/img_1""))",Chrome 117.0.0.0,,,2023-10-02 23:02:49,2023-10-02 23:02:52,2.489s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/img_1""))",Chrome 117.0.0.0,,,2023-10-02 23:02:52,2023-10-02 23:02:54,2.594s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/img_1""))",Chrome 117.0.0.0,,,2023-10-02 23:02:54,2023-10-02 23:02:57,2.500s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/button_Overview_MuiButtonBase-root MuiIconB_eec332""))",Chrome 117.0.0.0,,,2023-10-02 23:02:57,2023-10-02 23:02:59,2.589s,PASSED
"click(findTestObject(""Object Repository/Buttons/Tests/Page_FakeDoor/span_Logout""))",Chrome 117.0.0.0,,,2023-10-02 23:02:59,2023-10-02 23:03:02,2.587s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-02 23:03:02,2023-10-02 23:03:03,0.638s,PASSED
